"PATNO","EVENT_ID","cjv","cnr","efc","fber","rpve_csf","rpve_gm","rpve_wm","fwhm_avg","fwhm_x","fwhm_y","fwhm_z","summary_bg_k","summary_bg_mad","summary_bg_mean","summary_bg_median","summary_bg_n","summary_bg_p05","summary_bg_p95","summary_bg_stdv","summary_csf_k","summary_csf_mad","summary_csf_mean","summary_csf_median","summary_csf_n","summary_csf_p05","summary_csf_p95","summary_csf_stdv","summary_gm_k","summary_gm_mad","summary_gm_mean","summary_gm_median","summary_gm_n","summary_gm_p05","summary_gm_p95","summary_gm_stdv","summary_wm_k","summary_wm_mad","summary_wm_mean","summary_wm_median","summary_wm_n","summary_wm_p05","summary_wm_p95","summary_wm_stdv","icvs_csf","icvs_gm","icvs_wm","inu_med","inu_range","snr_csf","snr_gm","snr_total","snr_wm","snrd_csf","snrd_gm","snrd_total","snrd_wm"
"75409","BL","0.717602","1.25474","0.466665","11130.9","7.94257","7.81445","7.91177","3.2912","3.38441","3.42788","3.0613","4.18884","0","7.99902","0","1821180","0","31.2921","11.2837","-0.982867","168.286","349.968","327.835","193480","75.6226","699.766","198.61","0.502227","97.479","692.785","694.228","268299","394.638","986.786","173.583","-0.594472","81.4063","925.277","943.51","271189","744.008","1056.05","95.9808","0.263968","0.366045","0.369988","0.492697","0.102275","1.65064","3.9994","5.16007","9.83018","19.0342","40.3071","38.0406","54.7805"
"75411","BL","0.649203","1.34258","0.42771","-1","10.2576","10.129","10.231","3.59545","3.3753","3.96896","3.4421","7.60738","0","2.92298","0","4646300","0","13.7895","5.3301","-0.82413","150.096","363.708","340.062","287331","116.334","673.796","177.825","2.55374","83.4601","665.745","664.959","386365","391.128","953.06","159.107","-0.250342","85.0916","895.376","924.587","369462","684.732","1032.91","109.786","0.275443","0.37038","0.354176","0.563775","0.176179","1.91233","4.17932","4.8378","8.42175","41.7979","81.7318","79.0577","113.643"
"75414","BL","0.815235","1.09223","0.53704","2705.56","8.24871","8.10348","8.20251","3.52641","3.63376","3.61202","3.33345","10.7537","0","7.96964","0","3141660","0","42.8385","15.2355","-0.51639","152.043","349.535","330.655","360104","83.2664","668.09","183.045","3.30466","89.5726","670.884","669.345","466720","374.648","961.229","172.936","-0.183124","95.976","886.009","896.947","467328","683.407","1060.11","115.258","0.278255","0.360638","0.361107","0.849229","0.40047","1.80641","3.87049","4.48632","7.78205","14.2183","28.7822","27.1899","38.5692"
"75418","BL","0.855381","1.02025","0.523901","1713.51","7.91328","7.76244","7.86066","4.11708","4.08581","4.30994","3.95549","33.5886","13.3844","17.102","9.02766","4188050","0","69.4909","30.8175","-0.75026","150.624","358.379","337.634","386612","95.6931","676.722","180.559","4.41677","96.7596","694.979","693.984","518471","369.561","1005.72","188.715","-0.185072","97.3472","913.38","920.909","533421","715.519","1088.6","113.613","0.268759","0.360424","0.370817","0.831157","0.325722","1.86994","3.67741","4.55101","8.10567","16.5264","33.9689","31.8572","45.0764"
"75419","BL","0.638152","1.47249","0.576338","2021.68","7.36801","7.25122","7.34101","4.01449","3.91225","4.23567","3.89555","907.613","0","9.98401","0","2995410","0","42.8055","23.5992","-0.771716","155.633","326.663","293.379","425913","77.6408","649.936","183.11","-0.270427","92.9184","657.531","650.325","577969","410.987","938.455","150.996","-0.456255","86.6355","906.069","931.69","541705","683.527","1057.46","114.698","0.275567","0.373948","0.350485","0.692882","0.230182","1.6022","4.30691","4.67736","8.12298","8.14449","18.0537","17.3543","25.8646"
"75421","BL","0.783732","1.18717","0.446187","-1","9.32744","9.18556","9.26735","4.09919","3.80096","4.58911","3.9075","15.9326","0","3.54141","0","5123500","0","16.5321","6.49681","-0.706451","134.963","339.096","313.303","311288","123.916","630.882","155.691","1.20654","88.2026","688.513","694.768","418623","398.057","971.39","164.899","-0.811484","92.7236","903.844","925.62","419005","716.981","1040.66","102.854","0.270941","0.364364","0.364696","0.578736","0.196731","2.01234","4.21329","5.075","8.99937","31.5934","70.0603","64.9977","93.3393"
"75422","BL","0.871532","0.903847","0.556396","4892.53","6.3025","6.13849","6.23539","3.42083","3.50986","3.50917","3.24346","721.925","0","12.9756","0","4170960","0","49.0545","51.496","-0.669952","140.529","314.167","278.038","438630","93.2878","636.585","168.614","4.97629","92.4371","679.58","692.988","607841","242.698","1035.48","224.516","-0.584204","113.534","915.702","929.32","642177","699.775","1099.14","123.73","0.259752","0.359957","0.38029","0.865403","0.391516","1.64896","3.08658","4.08213","7.51086","3.53722","8.81626","8.05879","11.8229"
"75423","BL","0.804709","0.961985","0.441806","-1","9.66677","9.51725","9.65406","3.51396","3.31571","3.63757","3.5886","25.6089","0","7.11868","0","5187240","0","42.1174","18.33","-0.298328","146.469","319.301","294.707","349862","67.1461","640.909","179.296","10.009","97.7596","594.572","609.264","470259","155.006","995.224","250.368","0.0734666","124.716","875.926","885.731","488590","636.709","1088.55","139.908","0.267333","0.35933","0.373337","0.955725","0.400806","1.64368","2.43347","3.46931","6.33079","10.5332","21.7759","21.3221","31.6572"
"75426","BL","0.629504","1.51354","0.489788","13917","7.86769","7.75838","7.84456","3.23551","3.40129","3.34294","2.96228","4.82649","0","6.93605","0","1879990","0","28.5714","10.3688","-0.896328","171.909","338.055","317.383","201259","58.6414","687.046","198.536","-0.480373","93.9525","687.844","684.049","277113","443.989","959.807","147.27","-0.45904","73.9573","928.544","950.783","262682","738.328","1052.75","96.2377","0.271584","0.373945","0.354471","0.544251","0.160833","1.59861","4.64487","5.37433","9.87951","20.0532","43.2204","41.1157","60.0734"
"75433","BL","0.765868","1.25489","0.425769","-1","11.5032","11.3654","11.4603","3.74535","3.45852","4.0427","3.73484","30.9385","0","4.70583","0","5377660","0","30.4715","12.4158","-0.00886134","157.14","305.517","274.787","311452","49.0108","638.19","187.761","2.44293","93.1777","629.654","627.23","407896","358.545","914.377","159.811","0.596407","102.628","857.424","882.895","387415","630.806","1024.95","125.755","0.281408","0.368549","0.350043","0.797111","0.342973","1.46349","3.92483","4.13636","7.02075","14.4995","33.0966","31.3944","46.5871"
"75434","BL","0.875936","1.06177","0.713268","1456.96","8.27226","8.12011","8.21292","3.70563","3.67046","3.892","3.55442","52.3797","0","0.873383","0","3309300","0","0","4.43544","-0.956618","157.716","248.641","227.48","374308","32.6247","546.083","163.07","1.38361","103.165","609.555","617.388","477522","251.634","948.035","201.392","-0.621622","122.003","857.981","874.448","479449","625.891","1052.33","134.301","0.281164","0.358694","0.360142","0.903228","0.246905","1.39498","3.06561","3.65723","6.51111","33.5998","91.1912","84.6504","129.16"
"75440","BL","0.700642","1.28306","0.572432","1996.29","6.4036","6.26974","6.37012","3.51193","3.5607","3.65402","3.32106","689.616","10.7039","13.0682","7.21969","3803640","0","45.2971","29.1401","-0.754569","152.409","328.597","297.913","451311","79.7464","644.385","181.266","0.777292","93.9446","647.742","641.013","617874","359.885","951.166","169.772","-0.369017","97.5307","891.907","914.298","591880","656.808","1065.25","125.28","0.2717","0.371975","0.356326","0.805417","0.362398","1.64351","3.77573","4.2391","7.29804","18.2338","39.2334","37.809","55.9599"
"75441","BL","0.850554","1.08282","0.524405","2198.22","7.18498","7.03182","7.12704","3.49029","3.52904","3.65386","3.28796","699.438","11.0451","11.7741","7.44981","4053290","0","44.9733","18.2147","-0.776258","159.922","381.028","362.767","403706","106.219","708.046","189.611","0.803008","90.4536","706.41","703.811","544124","430.56","989.806","165.19","-0.336126","99.1734","913.95","926.757","535687","700.988","1094.69","121.54","0.272128","0.36678","0.361093","0.80039","0.402578","1.91321","4.2606","4.59963","7.62508","21.5174","41.7463","39.4113","54.9702"
"75447","BL","0.616424","1.31299","0.565536","7921","6.46865","6.33736","6.42419","3.89531","3.80519","4.14108","3.73967","339.339","0","8.32335","0","2998370","0","23.3415","45.367","-0.45154","149.705","326.08","284.367","475610","91.9544","661.824","181.03","5.24883","83.2487","677.419","673.116","653823","395.084","974.662","164.32","-0.143523","82.7893","911.543","942.473","628861","689.951","1055.12","114.134","0.270495","0.371851","0.357654","0.606243","0.191656","1.57083","4.09638","4.64161","8.25762","4.10648","9.72033","9.14563","13.6101"
"75465","BL","0.574485","1.73723","0.472467","-1","8.32526","8.2414","8.33215","4.08183","3.86031","4.43956","3.94562","4745.32","0","3.33414","0","4673900","0","13.298","18.0683","-0.488936","171.997","384.601","365.03","350661","100.275","718.521","201.198","0.914727","91.4418","702.025","694.425","482917","491.037","949.585","131.6","-0.380234","62.0743","946.09","961.649","450279","792.416","1046.9","77.565","0.273131","0.376145","0.350723","0.548353","0.179911","1.81429","5.2768","6.49635","12.398","13.2356","25.1791","24.4277","34.8684"
"75479","BL","0.792519","1.00124","0.3732","-1","12.8105","12.6556","12.776","3.62595","3.34601","3.9074","3.62442","61.5522","0","6.49279","0","6236130","0","38.9929","20.4002","-0.66773","139.277","353.25","343.608","271250","83.982","648.853","177.146","23.5263","85.6767","632.327","626.131","366540","312.013","939.161","193.338","0.214769","96.1264","839.942","855.53","354723","626.201","1015.01","121.235","0.273297","0.369305","0.357398","0.836254","0.374357","1.93968","3.23853","4.07833","7.05678","11.0347","20.1077","19.539","27.4747"
"75480","BL","0.635489","1.34124","0.486587","15930.5","9.56811","9.44044","9.54969","3.63175","3.41678","4.0086","3.46988","4746.53","0","3.80195","0","4724560","0","13.5989","15.1455","-0.721164","136.714","344.858","319.994","307880","120.443","636.603","162.078","1.71212","92.5488","644.45","647.506","413085","314.213","967.291","180.602","-0.39697","90.6836","902.673","935.839","395977","680.335","1044.21","115.618","0.275645","0.369836","0.354519","0.583888","0.150495","1.97431","3.58526","4.55126","8.09419","13.8417","28.0086","27.4437","40.4808"
"75484","BL","0.44355","2.34077","0.568485","820.041","6.0206","5.98091","6.11592","3.98459","3.36894","4.74205","3.84278","220.877","0","9.47681","0","2801240","0","37.5051","14.2526","-0.64604","107.829","252.262","231.836","472670","86.303","474.031","123.189","-0.327092","119.637","484.173","487.903","611737","172.942","758.255","172.419","-0.311112","90.0882","940.178","960.737","533777","736.267","1077.22","104.271","0.292099","0.378039","0.329862","0.707743","0.174444","1.88195","2.82976","4.64185","9.21383","10.6566","22.4271","25.7484","44.1614"
"75485","BL","0.657958","1.31262","0.446764","-1","10.117","9.98673","10.1047","3.90639","3.59069","4.34332","3.78517","13.7517","0","4.34755","0","5142540","0","29.7108","10.946","-0.658874","146.051","316.427","288.38","346919","64.0639","624.344","177.168","3.29199","96.8396","609.776","611.114","465422","257.463","945.546","189.917","-0.683745","99.042","876.424","908.825","441936","641.985","1033.01","123.506","0.276589","0.371068","0.352343","0.706011","0.224887","1.62772","3.2178","4.06802","7.35855","17.26","36.5761","36.0769","54.3946"
"75492","BL","0.86819","0.961824","0.403935","-1","12.1892","12.0316","12.1436","3.56176","3.24667","3.86363","3.57499","51.3302","0","5.62826","0","5584110","0","37.0331","17.2482","-0.642521","138.275","285.243","256.714","284321","59.5888","591.429","165.8","10.5899","93.1681","601.416","612.883","375550","196.444","952.738","218.013","-0.512652","119.143","843.535","857.428","383766","620.227","1033.36","129.678","0.272433","0.359848","0.36772","0.883493","0.369519","1.54834","2.81121","3.65718","6.61198","9.75077","23.2791","21.8658","32.5676"
"75505","BL","0.647624","1.50389","0.520639","11212.5","7.38571","7.29264","7.355","7.06983","3.87259","9.81518","7.52171","115.402","5.90881","12.3035","3.98543","9930420","0","34.3381","39.8093","-0.838371","153.551","324.898","303.5","1219720","114.231","612.041","157.085","-0.212943","100.998","709.056","715.398","1686340","463.841","964.501","143.665","-0.581661","61.3186","947.968","966.031","1674570","800.834","1042.6","74.4978","0.266278","0.368145","0.365577","0.309477","0.0567344","1.93207","4.97962","6.62631","12.9672","33.6504","79.3194","73.3594","107.108"
"75508","BL","0.626361","1.70576","0.478059","10556.7","7.95032","7.86111","7.92487","7.0933","3.81518","9.81012","7.65458","149.964","6.6792","12.1535","4.50505","12415900","0","36.2596","35.0653","-0.912829","172.901","367.087","353.61","1118800","97.9179","695.361","186.055","-0.657669","87.3351","719.451","717.302","1624040","534.543","924.145","113.225","-0.657903","64.5536","941.025","959.795","1512610","787.946","1040.84","78.488","0.26291","0.381637","0.355453","0.33001","0.0642929","1.90057","6.33517","6.82143","12.2286","34.6842","70.3573","66.3947","94.1425"
"75512","BL","0.533345","1.80024","0.510522","6572.71","7.59807","7.51197","7.60346","3.82503","3.83254","4.03295","3.60961","6714.02","0","4.03413","0","3163740","0","16.522","8.98271","-0.926055","165.708","309.185","287.279","426064","44.4903","638.232","189.281","-0.409322","94.7645","638.438","634.066","565205","404.194","906.364","142.674","-0.343722","77.5346","928.623","957.12","507960","705.93","1060.98","108.471","0.284189","0.376997","0.338814","0.660295","0.219846","1.51774","4.44417","4.92855","8.82374","20.9522","46.2444","45.6674","69.8057"
"75520","BL","0.611954","1.4402","0.485587","15232.1","8.94907","8.83327","8.93513","3.62735","3.40904","4.02087","3.45214","6226.35","0","3.67634","0","4514000","0","17.1867","8.79531","-0.674907","155.99","376.945","351.769","323307","114.634","698.947","188.256","3.51277","87.2561","681.87","679.227","445919","417.004","963.972","155.521","-0.446339","75.692","919.453","945.502","424600","723.258","1043.79","99.5953","0.270816","0.373521","0.355663","0.600955","0.204213","1.86856","4.36742","5.24314","9.49343","26.2022","50.5936","49.0745","70.4276"
"75524","BL","0.721777","1.27299","0.410383","-1","10.7588","10.6296","10.7407","3.86573","3.57211","4.08719","3.93788","25.5762","0","4.51663","0","5465600","0","28.5863","11.922","0.28049","161.143","336.211","316.625","324914","57.2597","669.756","197.101","6.92809","98.5047","637.451","634.121","437051","345.038","939.869","174.498","-0.0469175","93.473","878.551","900.1","418645","667.798","1033.07","114.299","0.275209","0.370191","0.354601","0.788117","0.377452","1.60641","3.63397","4.37178","7.87495","17.3992","34.8462","33.9026","49.4623"
"75525","BL","0.920084","0.977408","0.50547","1446.79","7.56178","7.39415","7.47209","3.16134","3.46567","3.14214","2.8762","2.11803","18.7732","22.963","12.6624","2186060","0","81.905","28.9706","-0.804086","132.336","163.161","129.886","210932","0","429.749","138.699","1.38795","111.101","581.128","590.297","278749","135.905","961.983","230.056","-0.767803","136.205","839.549","859.083","282197","582.884","1051.98","147.849","0.273271","0.361131","0.365598","0.868912","0.176845","0.936451","2.56588","3.10429","5.81052","4.53266","20.5998","18.3707","29.9797"
"75562","BL","0.833551","0.935739","0.39278","-1","12.6138","12.4568","12.5845","3.42584","3.19727","3.65154","3.42871","31.4564","0","6.30596","0","5789860","0","35.5575","16.7807","5.3723","160.625","334.065","304.078","270300","59.4914","680.546","199.604","18.7695","87.3295","616.059","627.431","366919","188.774","984.624","230.537","1.68756","123.905","864.536","880.846","369559","622.919","1067.17","141.114","0.26848","0.364449","0.367071","0.904624","0.438321","1.5234","2.7216","3.49569","6.24208","11.8715","24.4955","23.5854","34.3891"
"75564","BL","0.94751","0.943598","0.517586","1709.98","8.20302","8.03002","8.11182","3.36727","3.45299","3.44883","3.19999","6.92993","10.3219","13.5727","6.96203","4387990","0","49.6484","17.6777","-0.816373","155.037","359.13","332.982","347058","104.008","687.131","181.885","6.27096","83.7743","714.964","711.744","477411","438.467","993.038","164.55","-0.275538","99.8306","896.296","905.52","479548","688.537","1081.86","121.586","0.266145","0.366108","0.367747","0.808452","0.38245","1.83072","4.32539","4.53456","7.44757","21.1345","45.1747","41.261","57.4738"
"75565","BL","0.785031","1.07055","0.561687","7767.66","6.72245","6.57412","6.67593","3.44071","3.59078","3.5523","3.17904","182.359","0","15.0307","0","1978390","0","60.0058","28.6037","-1.02543","184.636","299.698","267.542","226491","8.80725","682.613","214.368","6.46261","101.667","675.794","679.049","313813","297.733","1023.49","212.867","-0.536175","106.29","925.723","943.952","322931","703.175","1102.28","122.876","0.262374","0.363531","0.374094","0.808917","0.290197","1.24804","3.19001","4.04006","7.68213","6.12774","15.5529","14.4336","21.6202"
"85062","BL","0.850585","0.962462","0.796868","3.68049","6.32699","6.17924","6.26999","3.48901","3.4204","3.8128","3.23383","176.801","0","6.04906","0","2428340","0","0","64.0094","-0.835694","172.391","361.927","335.246","426980","78.7183","728.232","203.84","3.42331","95.484","738.096","742.484","588519","395.505","1050.18","194.223","-0.436148","91.2298","953.407","961.996","636830","774.59","1106.74","100.983","0.258411","0.356175","0.385414","0.697489","0.189944","1.64465","3.82283","4.99791","9.52627","3.43125","7.59932","6.95886","9.84603"
"85236","BL","0.810207","0.991931","0.567575","4532.9","6.45521","6.29378","6.37248","4.04581","4.04472","4.17613","3.91659","441.583","0","9.05807","0","2425360","0","20.314","81.3101","-0.486225","115.238","235.788","199.973","457579","59.087","523.549","143.411","3.03739","90.0844","638.643","654.934","642122","210.876","1000.72","216.719","-0.88542","125.233","890.766","920.69","665142","655.16","1070.99","134.912","0.259275","0.363841","0.376885","0.745097","0.303417","1.3944","3.02204","3.74694","6.82437","1.61123","5.27697","4.76881","7.41823"
"85242","BL","0.70063","1.14398","0.605867","4974.77","6.73933","6.59397","6.68754","3.95046","3.9366","4.1274","3.78737","374.638","0","6.48272","0","2218240","0","22.1667","38.9711","-0.685233","158.798","311.118","266.142","441390","61.5479","673.395","196.485","1.94129","85.4473","672.208","673.49","617523","323.964","990.426","188.829","-0.577855","95.2367","905.724","931.378","627422","686.742","1061.69","116.805","0.261745","0.366192","0.372062","0.752354","0.31158","1.35452","3.56665","4.29832","7.9738","4.47406","11.3219","10.4844","15.6572"
"90456","BL","0.805674","0.906952","0.517718","15275.3","6.57169","6.43835","6.56376","4.00633","3.89076","4.19646","3.93175","670.734","0","4.92938","0","4164090","0","19.4513","7.51429","-0.35382","152.16","482.434","460.204","413099","230.087","810.144","188.799","1.80311","87.5568","691.991","722.842","599444","283.83","1011.44","216.942","-0.713678","82.7126","924.409","934.18","702931","774.692","1048.38","84.724","0.240808","0.349433","0.409759","0.452029","0.0993827","2.43754","3.33196","5.59855","11.0262","40.1231","63.0213","61.5304","81.4469"
"91097","BL","0.550106","1.81638","0.553123","917.549","6.78331","6.70559","6.83661","4.08007","3.46294","4.71474","4.06252","595.605","13.666","16.9819","9.21761","2810120","0","51.8656","36.2351","11.4234","93.1776","237.403","218.665","431832","96.2777","434.683","106.051","0.3915","117.306","464.757","470.583","524155","149.025","784.202","187.964","0.729933","127.833","882.52","916.204","484281","587.898","1077.97","153.446","0.299828","0.363929","0.336244","0.847487","0.29881","2.06187","2.50358","3.51209","5.97083","10.4826","22.5593","25.6546","43.9219"
"91837","BL","0.708034","1.10909","0.743515","6.67662","6.6164","6.46768","6.58846","3.41909","3.34559","3.7194","3.19229","439.777","0","3.50335","0","3277010","0","0","48.7648","-0.952029","175.33","263.87","236.942","449762","13.1297","606.854","192.985","5.03659","95.7986","581.055","591.262","609444","135.37","970.078","229.114","-0.60219","122.384","864.551","899.415","592516","593.785","1062.47","149.418","0.272299","0.368975","0.358726","0.850771","0.157016","1.22777","2.58064","3.27596","6.01946","3.18323","7.94338","7.73664","12.0833"
"92834","BL","0.888148","0.964218","0.494329","4003","8.97243","8.80806","8.88557","3.39432","3.37073","3.61701","3.19521","139.314","0","11.8746","0","3787090","0","46.958","17.8986","-0.723093","148.963","309.594","277.057","319758","73.5723","641.52","174.022","2.2597","86.2977","705.824","708.295","426876","373.558","1009.86","185.755","-0.494159","101.059","907.373","919.247","447707","707.769","1077.93","114.19","0.267727","0.357415","0.374857","0.849851","0.46144","1.59208","3.81305","4.48508","8.05012","10.141","25.9254","23.2378","33.6468"
"100001","BL","0.75467","1.17342","0.532141","3915.71","7.87312","7.73193","7.8259","3.52686","3.55278","3.72212","3.30569","7.23048","0","9.37731","0","3273660","0","37.3019","13.9248","0.762548","165.023","361.2","333.704","429785","94.3897","699.657","194.487","14.7134","89.3371","703.198","696.702","580870","419.315","996.531","171.431","-0.326233","93.4643","921.42","938.929","567251","712.206","1081.67","114.15","0.272377","0.368127","0.359496","0.770959","0.348713","1.71582","4.06404","4.66843","8.22543","15.7002","32.7787","30.8847","44.175"
"100007","BL","0.699713","1.22695","0.55907","5223.28","7.12244","6.9945","7.09615","3.81305","3.8556","4.0417","3.54185","9.15363","0","4.81888","0","3047930","0","20.9467","8.57442","-0.661072","151.245","354.384","322.725","469017","101.486","688.398","184.915","3.98795","91.6019","680.814","685.678","634474","351.425","985.833","180.695","-0.491482","87.6297","921.423","941.828","636823","726.11","1062.47","104.214","0.269501","0.364574","0.365924","0.70034","0.315649","1.74526","3.79466","4.85913","9.03748","24.6581","52.3899","49.6697","71.9613"
"100012","BL","0.786624","1.2565","0.503256","7476.69","8.97034","8.82413","8.88364","4.16597","4.24295","4.44396","3.811","6.97466","0","5.68018","0","5035920","0","22.293","8.50155","-0.928346","144.997","328.726","300.532","374171","122.027","622.511","155.79","-0.410865","83.7348","701.372","695.719","519006","484.802","944.973","134.298","-0.536948","85.3485","891.399","910.667","499929","698.339","1037.73","105.624","0.268588","0.372553","0.358859","0.700651","0.287448","1.92908","5.18039","5.24376","8.62181","23.1593","53.6127","48.9829","70.1767"
"100017","BL","0.771662","1.11139","0.52647","2558.01","8.00773","7.85541","7.95244","3.62277","3.65099","3.83312","3.38421","10.32","0","9.08085","0","3170630","0","36.5951","13.8612","-0.837116","171.343","351.215","321.353","418778","88.7232","688.541","195.022","6.62533","84.2964","683.254","678.901","568592","385.013","980.866","174.511","-0.432309","96.6469","893.03","913.387","563397","678.538","1057","117.763","0.270046","0.366652","0.363302","0.758359","0.354787","1.64778","3.89031","4.43141","7.75612","15.1884","32.0876","30.1488","43.1703"
"100018","BL","0.632073","1.25284","0.446879","12630.8","8.08693","7.95187","8.04872","3.84642","3.89528","3.9723","3.67168","6.81214","0","3.5466","0","5615750","0","12.9446","4.81598","-0.585777","138.126","352.74","317.453","418722","128.753","667.87","167.942","3.09887","80.0647","676.206","682.054","565919","346.442","978.541","174.79","-0.346708","82.7677","907.923","939.671","552078","700.833","1041.15","108.2","0.272478","0.368264","0.359258","0.503439","0.145164","1.89025","3.90214","4.82565","8.68454","43.1844","92.7826","87.9314","127.827"
"100122","BL","0.579988","1.65489","0.465794","-1","8.56595","8.46855","8.5458","3.80426","3.9322","3.90285","3.57772","30.1731","0","2.56298","0","3974240","0","13.3007","5.23879","-0.898657","157.406","343.923","319.256","403018","93.3418","666.298","177.278","0.0421244","86.3686","689.94","685.638","544811","468.011","942.14","133.87","-0.372381","69.6332","932.069","954.612","507448","746.892","1047.44","92.0231","0.276936","0.374369","0.348695","0.512619","0.180093","1.80088","5.12165","5.76538","10.3736","39.9245","85.7423","81.6819","119.379"
"100232","BL","0.627795","1.54968","0.462276","8774.17","9.06495","8.96182","9.05304","3.75739","3.74835","3.98328","3.54055","8.37658","0","5.51049","0","4538760","0","24.8113","9.36549","-0.950008","162.891","369.347","350.259","368524","99.5247","689.055","188.806","0.640283","92.1186","689.563","681.891","513992","461.176","950.342","141.823","-0.327059","72.2235","927.994","943.668","490941","749.965","1052.07","91.2888","0.268319","0.374232","0.357449","0.632002","0.233396","1.85512","4.80805","5.66678","10.3372","24.5014","47.6998","46.0709","66.0116"
"100250","BL","0.80012","0.966438","0.494527","4618.06","7.44663","7.28657","7.40437","4.02867","4.24583","4.11093","3.72924","8.70121","0","7.50689","0","3962560","0","30.7265","11.6637","-0.36632","148.111","362.464","318.819","426370","111.352","707.366","191.703","3.88313","80.1892","648.597","670.333","605193","225.732","1004.39","221.219","-0.842698","117.217","890.152","917.053","628649","668.971","1061.25","126.879","0.256817","0.364528","0.378656","0.71813","0.31961","1.66308","3.03017","3.97368","7.22778","17.9077","37.6519","35.6898","51.5099"
"100267","BL","0.611825","1.6125","0.538607","11354.9","7.03904","6.9439","7.04129","4.11819","4.20328","4.22902","3.92227","5200.56","0","3.76988","0","3800970","0","15.3536","7.12645","-0.0235","163.042","416.091","402.034","476059","108.665","747.874","204.802","-0.318729","88.8338","706.268","701.123","661857","492.314","951.886","131.932","-0.269671","66.8672","937.587","955.609","622683","767.988","1050.69","86.3176","0.270396","0.375927","0.353677","0.592885","0.274497","1.96304","5.31429","6.11605","11.0708","36.9591","64.4544","63.0876","87.8493"
"100268","BL","0.566323","1.86938","0.496128","13649.7","7.94148","7.87329","7.97309","3.98337","4.06802","4.19017","3.69193","6.17386","0","3.26922","0","3915070","0","11.9056","4.49422","-0.214804","152.19","427.101","424.031","425726","112.926","746.155","198.878","-0.384095","95.4009","710.553","704.911","587418","507.76","943.413","126.338","0.141416","56.2634","961.033","972.716","550176","830.203","1051.73","67.3923","0.272322","0.37575","0.351928","0.472846","0.1662","2.13212","5.57957","7.38177","14.4336","61.8123","102.757","102.122","141.796"
"100445","BL","0.776267","1.1319","0.485233","5726.17","8.32666","8.18401","8.2752","3.68838","3.70083","3.90929","3.45503","7.23742","0","8.43127","0","3994800","0","33.6974","12.5379","-0.773464","158.948","367.784","337.772","402397","114.389","703.543","185.772","1.40433","88.4295","716.714","715.927","540016","412.233","1012.1","175.015","-0.53206","92.2596","933.884","948.694","551290","738.266","1087.93","107.244","0.269396","0.361528","0.369076","0.732476","0.303296","1.8182","4.09066","4.91834","8.84616","17.6495","37.4091","34.8768","49.5718"
"100511","BL","0.65398","1.27214","0.495122","5897.81","8.22078","8.09733","8.20645","3.73342","3.73271","3.97456","3.493","6.70041","0","7.60452","0","4076210","0","31.2294","11.4168","-0.764","155.276","348.698","318.072","408006","99.6489","675.053","184.529","8.01158","95.204","666.314","667.959","554142","318.84","989.176","190.368","-0.478588","86.9089","924.915","946.427","547406","718.35","1068.97","107.451","0.270283","0.36709","0.362627","0.704219","0.25092","1.72369","3.50877","4.68014","8.80795","18.2522","38.33","36.9639","54.3095"
"100677","BL","0.710952","1.3536","0.5366","5403.96","8.0371","7.92121","8.01844","3.55024","3.57329","3.72575","3.35169","9.98347","0","8.78972","0","4385630","0","38.7077","14.4545","-0.49229","159.448","415.313","399.787","412239","129.633","744.112","196.398","1.01959","92.9674","725.165","719.358","570301","479.069","990.401","150.96","-0.232738","79.131","950.426","961.426","562747","775.353","1088.97","94.7803","0.266772","0.369058","0.36417","0.724125","0.290104","2.03559","4.76523","5.64818","10.1437","18.12","32.6043","31.4334","43.5758"
"100712","BL","0.738872","1.32146","0.485939","5820.29","8.6363","8.50793","8.60372","3.59921","3.54388","3.8269","3.42685","7.41025","0","8.01757","0","4900440","0","34.6605","12.6353","-0.780692","150.814","380.628","367.261","390724","112.441","689.431","182.514","0.246109","89.8676","680.182","675.838","534524","443.974","937.763","144.169","-0.310938","86.0927","897.061","913.985","514483","699.205","1049.01","107.392","0.271387","0.371267","0.357347","0.738059","0.328239","2.01223","4.6878","5.07026","8.51076","19.0424","35.0421","33.8248","47.3899"
"100738","BL","0.75011","1.16372","0.457894","-1","8.6188","8.47727","8.58552","3.68329","3.50323","3.99209","3.55455","38.1083","0","10.7078","0","4316100","0","54.5345","21.7491","-0.655897","153.655","331.387","302.84","386114","79.0402","654.46","184.964","1.47327","92.482","634.08","633.064","518639","315.372","942.634","179.949","-0.162695","100.877","870.642","890.838","505612","640.954","1052.96","127.324","0.273769","0.367734","0.358497","0.926033","0.387026","1.63729","3.51802","4.05065","6.99663","9.12228","19.0694","18.342","26.8342"
"100842","BL","0.602854","1.5857","0.507392","-1","7.64052","7.54823","7.64014","4.44797","4.47983","4.49986","4.36423","11139.6","0","1.68174","0","3075100","0","9.50217","5.86503","-0.735974","162.318","398.991","378.641","435252","113.572","733.526","195.917","1.18408","93.8379","718.4","716.257","607465","484.569","974.509","140.44","-0.324254","58.1893","951.999","968.436","583284","803.388","1047.35","74.3902","0.267682","0.373594","0.358723","0.484932","0.176487","1.93265","5.10009","6.68369","13.0183","42.295","80.0074","76.8262","108.176"
