"PATNO","EVENT_ID","cjv","cnr","efc","fber","rpve_csf","rpve_gm","rpve_wm","fwhm_avg","fwhm_x","fwhm_y","fwhm_z","summary_bg_k","summary_bg_mad","summary_bg_mean","summary_bg_median","summary_bg_n","summary_bg_p05","summary_bg_p95","summary_bg_stdv","summary_csf_k","summary_csf_mad","summary_csf_mean","summary_csf_median","summary_csf_n","summary_csf_p05","summary_csf_p95","summary_csf_stdv","summary_gm_k","summary_gm_mad","summary_gm_mean","summary_gm_median","summary_gm_n","summary_gm_p05","summary_gm_p95","summary_gm_stdv","summary_wm_k","summary_wm_mad","summary_wm_mean","summary_wm_median","summary_wm_n","summary_wm_p05","summary_wm_p95","summary_wm_stdv","icvs_csf","icvs_gm","icvs_wm","inu_med","inu_range","snr_csf","snr_gm","snr_total","snr_wm","snrd_csf","snrd_gm","snrd_total","snrd_wm"
"3000","BL","0.978933","1.07153","0.61667","10276.2","7.58148","7.4194","7.46216","3.39909","3.0013","3.76328","3.4327","227.299","0","3.94125","0","3333210","0","28.153","14.099","-0.894769","161.116","291.32","282.288","68718.8","84.7621","524.714","134.948","-0.601527","179.823","631.911","666.048","592523","200.064","1017.34","245.548","-0.532716","100.894","943.257","952.807","594260","759.714","1105.51","105.479","0.0547341","0.471941","0.473325","0.924572","0.3487","2.09181","2.71249","4.61248","9.03314","13.117","30.9492","29.4467","44.2739"
"3001","BL","0.80946","1.09498","0.588446","13048.2","7.12406","6.9802","7.05957","3.51086","3.08496","3.93364","3.51399","20.8613","0","3.94214","0","3177170","0","26.518","10.6655","-0.754641","174.005","419.241","388.065","356573","107.407","794.386","215.667","3.45103","85.9596","787.037","781.47","503095","525.49","1045.35","156.656","-0.332459","72.8544","967.596","977.667","521003","808.457","1092.72","86.3148","0.25826","0.364385","0.377355","0.761433","0.278249","1.79937","4.98845","6.03819","11.3268","23.8372","48.0025","43.9646","60.0541"
"3002","BL","0.858531","1.03171","0.570954","-1","8.39912","8.24006","8.31214","3.57653","3.16555","3.92984","3.63421","26.2663","0","3.63751","0","3367870","0","26.1105","10.9639","-0.825712","166.085","361.354","328.841","309078","92.916","721.163","195.503","2.77189","79.1974","744.187","740.403","425801","480.849","1002.97","155.345","-0.332489","83.7324","918.266","930.18","439952","743.639","1062.11","97.8944","0.263083","0.362436","0.374481","0.885166","0.396362","1.68203","4.76616","5.31668","9.50186","19.6496","44.2421","39.8246","55.582"
"3003","BL","0.749906","1.30643","0.585528","19546.6","7.68455","7.56283","7.63475","3.60792","3.06114","4.1075","3.65513","111.437","0","3.98235","0","3050650","0","25.5999","11.5864","0.642681","170.795","437.307","424.644","333630","102.863","790.744","212.696","0.244156","77.7062","772.464","767.284","475824","577.851","978.322","119.026","-0.185408","58.2003","939.651","948.515","472875","809.391","1041.72","70.3042","0.260175","0.371062","0.368763","0.618507","0.195644","1.99648","6.44635","7.31146","13.4916","24.0109","43.385","40.3428","53.6325"
"3004","BL","0.690981","1.39882","0.601175","11389.8","7.57985","7.46982","7.55601","3.36418","2.90921","3.77272","3.4106","36.8269","0","3.43034","0","3098840","0","23.394","11.0418","-0.890415","176.614","394.264","370.803","336661","81.1216","757.628","216.912","0.553772","94.6199","732.003","723.8","485043","504.3","981.066","142.181","0.0921477","63.6788","943.621","952.892","475963","792.231","1061.88","80.5306","0.259435","0.373781","0.366784","0.845516","0.29129","1.70946","5.09068","6.21093","11.8327","22.0006","42.9447","40.4942","56.5374"
"3006","BL","0.817139","1.03114","0.583052","-1","6.97084","6.82067","6.90237","3.96835","3.61244","4.31083","3.98178","58.8983","0","4.17485","0","3126150","0","29.5013","12.0853","-0.601061","159.859","437.993","411.428","367544","138.824","793.627","203.891","4.33869","76.2901","778.832","775.763","510433","513.205","1030.05","153.852","-0.203523","73.6617","949.553","959.271","531854","789.581","1082.41","88.6335","0.260701","0.362053","0.377247","0.798307","0.43684","2.01788","5.04226","5.96101","10.8229","22.3033","42.0536","38.7861","52.0015"
"3007","BL","0.820744","0.883801","0.622411","-1","6.25987","6.10964","6.20578","3.4587","2.98125","3.90596","3.48888","40.338","0","6.2772","0","2782930","0","37.3938","16.4384","-0.506218","171.314","391.72","339.913","389686","84.136","813.201","234.129","6.69275","88.2665","757.667","771.304","550512","314.176","1094.56","225.766","-0.532801","92.0261","977.776","990.973","622631","791.817","1127.76","102.651","0.249346","0.352253","0.3984","0.876191","0.301914","1.45182","3.41639","4.84067","9.65379","13.5469","30.7395","27.9268","39.4942"
"3008","BL","1.16817","0.718594","0.560693","-1","9.10273","8.93538","9.02345","3.42122","3.00273","3.81286","3.44806","38.1921","0","3.62145","0","3611890","0","25.614","12.1251","-0.423556","131.904","375.613","344.009","275199","128.773","713.853","175.545","4.6408","94.515","727.295","750.318","372679","341.901","1024.21","199.679","-0.676839","89.8902","904.877","908.176","434796","753.57","1046.66","90.7683","0.254184","0.344221","0.401595","0.831309","0.331408","1.95967","3.75762","5.24091","10.0054","18.5873","40.5406","36.0659","49.0699"
"3010","BL","0.806235","0.983892","0.62005","10002.4","6.38535","6.23432","6.32837","3.31817","2.85542","3.75994","3.33915","151.003","0","4.97288","0","3148670","0","32.1823","14.7702","6.06019","186.248","424.918","388.139","400182","90.0944","829.888","242.649","16.4711","87.1007","766.191","758.593","561440","451.587","1061.9","187.927","-0.118871","83.7348","955.759","970.486","570560","765.922","1105.11","104.145","0.261184","0.366432","0.372384","0.889832","0.324621","1.59959","4.03664","4.98494","9.31859","17.216","33.6475","31.3032","43.0461"
"3011","BL","0.777164","1.25719","0.632002","10436.2","7.14939","7.01578","7.1006","3.40021","2.86752","3.85205","3.48107","41.6951","0","2.86911","0","3475600","0","20.2337","9.26954","-0.427471","164.133","423.195","407.262","357528","106.244","768.607","209.758","0.0239072","84.1372","727.489","719.011","515861","521.239","957.966","130.618","0.0536472","71.8146","907.705","919.678","500682","740.505","1039.07","91.2698","0.260196","0.375425","0.364378","0.779715","0.205352","1.94158","5.50467","5.84091","10.0765","28.7838","50.817","48.2001","64.9994"
"3012","BL","0.786318","0.970932","0.630288","-1","6.41989","6.26689","6.36093","3.56089","3.11184","3.89259","3.67823","133.655","0","4.84735","0","3249060","0","33.5614","15.6034","-0.679004","162.07","373.073","330.907","387360","90.703","757.399","210.935","9.92313","87.8847","742.329","746.241","550419","355.272","1068.78","208.586","-0.306635","92.1497","960.769","975.199","588896","764.416","1121.91","108.888","0.253728","0.360534","0.385738","0.96135","0.423195","1.56876","3.57762","4.7008","8.95602","13.8937","31.3322","28.7237","40.9454"
"3013","BL","1.25414","0.716666","0.598706","-1","7.03389","6.85062","6.92325","3.42176","3.05279","3.75068","3.4618","53.5844","0","2.59932","0","3479110","0","20.1112","10.1743","-0.732627","167.745","383.89","346.619","364658","103.586","770.652","205.795","5.98723","97.7442","788.354","793.627","486453","443.312","1080.61","189.29","-0.59983","96.0164","942.29","948.124","547908","767.656","1100.32","102.661","0.260653","0.34771","0.391637","0.875228","0.43927","1.68429","4.19265","5.03746","9.23544","22.3193","51.1028","44.8244","61.0511"
"3014","BL","0.961593","0.817896","0.625756","-1","7.30722","7.14321","7.24019","3.751","3.3416","4.07452","3.83688","283.034","0","4.03694","0","3191440","0","28.6921","13.9146","-0.615987","155.383","424.322","391.725","342764","143.14","780.888","199.998","7.79938","87.8069","763.448","770.324","478209","387.563","1077.29","201.332","-0.401147","90.2394","950.857","955.481","521771","774.725","1112.63","102.572","0.255271","0.356143","0.388586","0.918099","0.400112","1.95864","3.82612","5.03334","9.31525","18.4434","36.2688","33.2329","44.9865"
"3016","BL","0.994823","0.831678","0.633397","9002.08","6.83993","6.6633","6.74036","3.46875","3.00171","3.91902","3.48552","598.131","0","5.27041","0","3055420","0","23.689","41.4638","-0.663351","160.01","421.297","396.82","351585","118.92","774.025","201.708","14.3422","77.9823","784.949","779.245","489541","516.847","1045.68","161.108","-0.153031","82.4971","933.758","940.56","501883","761.647","1086.93","99.7326","0.261789","0.364511","0.3737","0.890576","0.2784","1.9673","4.8368","5.41163","9.43081","6.26984","12.3122","11.1477","14.861"
"3018","BL","0.881554","0.8813","0.595784","-1","7.59935","7.4408","7.51907","3.8887","3.35013","4.29601","4.01997","47.5774","0","3.46356","0","3378950","0","26.4125","11.725","-0.516652","142.898","284.043","248.443","353509","69.4455","616.155","167.98","4.52187","91.724","717.199","732.385","445421","264.201","1071.36","229.659","-0.596102","107.911","946.45","958.843","498060","745.479","1117.58","114.661","0.272561","0.343427","0.384012","0.95449","0.355265","1.479","3.18901","4.34348","8.36243","13.8818","40.9222","36.1265","53.5755"
"3020","BL","0.912078","0.939888","0.602155","8580.12","8.08231","7.91913","7.99258","3.46613","3.06151","3.81693","3.51995","82.3374","0","3.96656","0","3438040","0","28.7752","13.3051","-0.878027","182.689","402.166","373.789","320505","98.5695","785.175","214.32","5.67391","80.6181","798.108","794.369","438559","525.539","1061.51","161.423","-0.205154","80.8014","963.791","971.349","460683","795.523","1112.54","96.0309","0.262764","0.359549","0.377687","0.880028","0.437793","1.74407","4.92102","5.59335","10.1149","18.4052","39.1143","35.116","47.8287"
"3021","BL","0.783608","1.18892","0.599202","-1","7.21498","7.07716","7.15096","3.60757","3.07979","3.96788","3.77505","15.9895","0","4.90024","0","3092050","0","32.9913","12.5718","-0.881894","181.872","397.449","369.622","356515","93.1303","766.852","211.83","1.29632","87.4567","774.525","766.806","501812","539.042","1021.07","144.818","-0.143737","69.8562","958.163","967.561","506745","799.383","1084.53","85.9171","0.261169","0.367609","0.371222","0.818887","0.364074","1.7449","5.29497","6.10047","11.2616","19.2617","39.9596","36.5475","50.4213"
"3023","BL","0.964044","0.86986","0.615213","-1","7.56926","7.40537","7.49601","3.56685","3.09194","4.04051","3.5681","46.8144","0","3.53901","0","3228470","0","25.2003","11.6027","-0.605526","152.303","445.668","425.127","335457","148.743","789.445","198.218","7.99225","82.5001","773.68","773.792","467108","473.683","1050.26","172.807","-0.340747","83.4114","941.287","945.891","495333","776.619","1090.25","95.6381","0.258462","0.359895","0.381643","0.869471","0.318627","2.14474","4.47777","5.50427","9.8903","24.0043","43.6914","40.3682","53.4088"
"3024","BL","0.774681","1.2476","0.611725","11630.1","7.7161","7.59222","7.68072","3.2752","2.74192","3.72904","3.35463","34.1836","0","3.20167","0","3557420","0","23.8535","10.4427","1.22164","160.718","465.655","458.195","327396","117.491","824.599","222.674","0.579768","86.3737","766.222","758.784","475690","549.5","997.841","135.023","0.0696031","66.3937","949.193","955.984","470284","801.546","1071.84","81.5093","0.25711","0.373568","0.369323","0.804204","0.221911","2.05769","5.61966","6.46863","11.7285","28.7454","47.6032","45.4412","59.9748"
"3026","BL","0.634801","1.61315","0.55245","5995.4","6.10284","6.01171","6.10712","3.71356","3.32686","4.08313","3.7307","874.357","8.04787","8.18847","5.4282","2616450","0","27.4344","17.2704","-0.578035","166.558","416.641","410.93","414757","75.7748","767.688","220.274","-0.628784","91.5717","707.733","701.192","611239","502.256","943.921","128.704","-0.228161","64.4917","934.964","947.038","577659","781.588","1046.07","79.7709","0.258632","0.381154","0.360214","0.653288","0.296644","1.86553","5.4481","6.3952","11.872","33.4517","57.0805","55.8753","77.0936"
"3027","BL","0.727528","1.25151","0.505603","11774.3","7.31427","7.17561","7.25484","3.74783","3.39804","4.0427","3.80274","1836.6","6.09697","5.71593","4.11234","3156340","0","21.3842","9.83846","-0.435612","151.882","342.356","316.559","371939","76.0631","681.644","183.811","1.14596","77.6799","691.525","692.701","491970","438.254","949.555","145.221","-0.38891","84.5446","890.426","915.682","482294","701.078","1023.15","102.754","0.276288","0.36545","0.358263","0.548632","0.166528","1.72219","4.76998","5.13452","8.91138","34.0152","74.4327","68.9468","98.3926"
"3028","BL","0.991217","0.818782","0.539209","8945.35","7.02193","6.85358","6.94875","3.46848","3.22297","3.69282","3.48965","886.297","0","7.20547","0","3108490","0","24.8376","18.3009","-0.379497","155.893","416.008","383.913","355692","117.567","779.382","206.182","9.29398","78.0991","736.166","747.183","499982","392.261","1023.27","185.182","-0.539649","93.5848","911.496","920.388","540146","739.658","1061.72","100.607","0.254827","0.358199","0.386974","0.655097","0.251888","1.86201","4.03486","5.01506","9.14831","13.7433","26.7477","24.4797","32.9481"
"3029","BL","0.879162","1.03251","0.547988","1781.41","7.73322","7.57952","7.66847","3.69106","3.35212","3.94446","3.77658","125.44","10.2388","16.6093","6.90596","3088020","0","66.4166","28.4743","-0.118541","158.512","442.997","429.704","327889","119.746","788.473","208.779","2.82603","83.5536","756.051","751.343","468820","513.045","1003.79","147.669","-0.073336","78.8766","927.865","936.099","474106","756.757","1075.03","96.9638","0.258015","0.368913","0.373073","0.68901","0.299234","2.05817","5.088","5.60009","9.6541","27.4949","48.0752","45.1557","59.8969"
"3050","BL","0.611928","1.52276","0.747745","8.03404","8.1612","8.04556","8.13102","3.86009","3.92305","3.95783","3.6994","22570.8","0","0.129299","0","3824520","0","0","6.05219","-1.02605","170.459","230.218","199.758","376752","0","568.755","181.652","-0.241704","104.16","600.73","598.283","506093","316.052","923.581","170.959","-0.531796","99.1421","891.823","930.515","467589","627.26","1058.83","135.417","0.278986","0.374763","0.346251","0.669038","0.100391","1.09967","3.49957","3.82357","6.87145","21.6233","64.7628","62.3708","100.726"
"3051","BL","0.587087","1.45775","0.745755","6286.93","6.38427","6.26903","6.36526","3.78069","3.77635","4.01764","3.54809","800.421","0","1.58212","0","3029450","0","0","29.5489","-0.983836","170.503","234.63","193.196","463559","0","583.747","188.51","1.0488","102.567","598.325","595.496","645448","265.781","948.01","190.469","-0.40788","96.5259","901.024","934.615","609258","641.569","1064.3","130.253","0.269783","0.375639","0.354577","0.73693","0.123645","1.02486","3.12647","3.77556","7.17536","4.28341","13.2029","12.736","20.7216"
"3052","BL","0.603906","1.47129","0.728421","7.5322","7.84616","7.71976","7.77558","4.11004","4.04276","4.32238","3.96499","35290.6","0","0.0401787","0","4105420","0","0","3.29402","-0.629145","119.257","141.741","87.0846","395959","0","429.393","143.162","-0.182146","104.662","584.104","575.01","528858","285.879","934.175","183.04","-0.487502","102.416","875.126","917.908","484892","590.885","1049.64","144.228","0.28088","0.375154","0.343966","0.697415","0.104709","0.608294","3.14144","3.37134","6.36429","17.3199","114.362","104.747","182.559"
"3053","BL","0.821403","1.11808","0.772387","1.38408","7.47477","7.32239","7.42254","3.42104","3.39574","3.66404","3.20334","1201.5","0","0.78368","0","3557250","0","0","20.2738","-0.990789","179.677","260.34","229.98","389937","0","610.644","196.963","0.890972","102.574","610.433","609.601","541052","273.815","947.416","194.68","-0.549989","118.983","857.659","879.331","538310","606.82","1057.57","141.022","0.26539","0.368238","0.366372","0.887178","0.250802","1.16763","3.13129","3.51144","6.2354","7.43169","19.6989","18.5152","28.4151"
"3054","BL","0.658","1.42651","0.761395","1.75225","6.45526","6.33896","6.41774","3.84762","3.81164","4.10232","3.62891","915.238","0","0.897407","0","3299670","0","0","20.9811","-0.803514","141.306","173.452","124.867","477319","0","486.652","159.792","-0.292038","112.954","572.593","574.464","632515","236.538","919.33","192.459","-0.564518","110.251","882.787","913.682","594864","618.282","1063.8","138.079","0.280002","0.371042","0.348956","0.832105","0.152208","0.781436","2.98487","3.46113","6.61707","3.89899","17.9377","16.7888","28.5298"
"3055","BL","0.662324","1.31655","0.743926","-1","7.15635","7.02675","7.12421","3.58273","3.47206","3.8659","3.41022","2223.69","0","0.0204701","0","3959900","0","0","0.617256","-0.913252","162.567","240.497","212.984","436601","6.4972","561.555","173.066","1.07895","101.892","591.947","593.316","563898","230.198","947.582","199.102","-0.586056","109.721","878.472","912.818","534693","615.164","1056.3","138.753","0.284395","0.367314","0.348291","0.721175","0.117323","1.23065","2.97995","3.59644","6.57872","226.055","629.727","608.206","968.836"
"3056","BL","0.56296","1.62711","0.753625","4.10472","6.33136","6.2354","6.32493","3.78387","3.70767","4.09357","3.55037","645.406","0","1.20654","0","2826780","0","0","23.2912","-1.01929","178.096","227.148","186.089","464698","0","579.204","189.675","1.10396","110.621","606.041","599.871","657225","303.322","944.101","181.411","-0.300468","86.5278","925.118","950.071","612625","696.356","1070.09","113.447","0.267907","0.378903","0.35319","0.713996","0.118989","0.981096","3.30669","4.22078","8.37456","5.23433","16.8732","16.2771","26.7236"
"3057","BL","0.495458","1.83128","0.752149","5.69928","7.1459","7.06893","7.18877","3.54907","3.46667","3.84739","3.33316","32631.7","0","0.0779204","0","2992230","0","0","2.81303","-0.953438","165.426","291.697","275.793","434096","13.4182","609.174","194.143","1.08321","101.817","583.412","577.356","578196","295.949","902.301","170.863","0.0675156","83.2894","926.732","950.963","520225","701.086","1066.89","111.444","0.283257","0.377285","0.339458","0.634865","0.0909433","1.42057","3.37906","4.44423","8.53307","64.2303","134.463","140.055","221.473"
"3059","BL","0.82622","0.965905","0.736911","4.01277","7.0149","6.8495","6.9665","3.3772","3.34586","3.59207","3.19367","243.303","0","5.31711","0","3198240","0","0","61.0183","-0.840549","164.232","246.526","211.18","409000","0","593.081","188.718","5.13895","93.2369","573.611","587.929","577462","99.953","972.648","239.092","-0.69938","141.091","844.235","871.543","573723","569.381","1063.72","159.147","0.262148","0.370124","0.367728","0.920051","0.155647","1.11903","2.459","3.01812","5.47634","2.26738","6.31242","5.97911","9.35751"
"3060","BL","0.628254","1.41674","0.752111","13.1002","6.9118","6.80466","6.91262","3.73988","3.82378","3.94891","3.44695","889.125","0","1.00458","0","3447690","0","0","20.9184","-0.993995","173.583","270.384","246.525","430513","12.4716","611.267","190.844","0.438965","116.388","614.297","616.366","584659","254.056","969.059","202.838","-0.471239","90.2191","922.881","945.225","571200","706.415","1070.34","110.91","0.271382","0.368551","0.360067","0.676432","0.106862","1.29176","3.03871","4.28431","8.52245","7.72084","19.3038","18.8759","29.6032"
"3061","BL","0.553821","1.69073","0.754877","13.549","6.83214","6.74154","6.85159","3.60674","3.58728","3.81304","3.41991","743.803","0","0.0758312","0","3664850","0","0","1.32615","-0.974064","172.478","276.923","256.215","452648","12.7383","603.851","191.799","-0.254179","112.003","597.585","591.247","600089","301.563","930.998","178.169","-0.355288","85.9606","922.634","948.698","551271","694.146","1067.12","113.805","0.282198","0.374118","0.343684","0.624214","0.089214","1.33585","3.31846","4.33015","8.33613","126.573","292.083","295.775","468.669"
"3062","BL","0.593714","1.58151","0.742547","-1","7.69178","7.59793","7.7015","3.59047","3.49759","3.80153","3.4723","648.298","0","0.0798678","0","3320120","0","0","1.39184","-0.944623","160.024","283.674","264.807","399433","19.9729","612.041","186.101","0.463712","108.791","616.358","615.212","530862","310.776","939.793","178.182","-0.347476","87.1692","924.379","945.269","498363","711.272","1069","108.646","0.279586","0.371581","0.348833","0.686393","0.128829","1.42292","3.45272","4.52535","8.70041","124.644","289.579","286.387","444.937"
"3063","BL","0.524948","2.0776","0.755236","4.70732","7.97727","7.91586","8.02296","3.58542","3.56301","3.75808","3.43516","8164.33","0","0.2991","0","3393230","0","0","10.2957","-0.908467","149.846","311.085","301.194","387550","29.648","625.43","189.732","-0.683268","105.706","600.265","595.224","523680","373.701","841.805","140.064","-0.333503","84.7858","939.448","958.102","466191","736.765","1078.49","103.841","0.281359","0.380189","0.338452","0.746241","0.127441","1.58747","4.24967","5.02124","9.22658","19.1656","37.8754","39.3357","60.9661"
"3064","BL","0.56283","1.73893","0.750281","9.90385","7.74578","7.65785","7.75899","3.61609","3.65512","3.76953","3.42362","1088.24","0","0.0560475","0","2880350","0","0","1.113","-0.959009","157.38","288.704","265.925","396567","20.8877","610.096","185.363","-0.400941","105.433","610.85","605.295","534105","342.373","911.396","161.718","-0.405334","86.4112","921.787","946.152","488514","701.48","1063.84","110.763","0.279432","0.376346","0.344221","0.641206","0.0932295","1.43462","3.7429","4.57322","8.54214","156.529","356.288","356.58","556.924"
"3066","BL","0.5741","1.60566","0.735477","199.005","7.24986","7.14581","7.23558","3.63533","3.6046","3.82598","3.47541","11970.6","0","0.0628946","0","3796400","0","0","1.42388","-1.03308","165.8","232.522","203.821","417476","0","562.951","177.436","-0.176151","102.867","589.064","585.676","572299","293.633","914.162","173.724","-0.343497","97.9353","901.409","935.445","527614","639.163","1064.38","131.415","0.275128","0.37716","0.347712","0.704356","0.11203","1.1487","3.3713","3.87941","7.11822","93.7792","269.473","264.552","430.404"
"3067","BL","0.617683","1.42315","0.763211","4.92386","6.34377","6.23298","6.32824","3.66929","3.64822","3.888","3.47166","456.942","0","1.75199","0","3377720","0","0","28.8535","-0.974771","163.797","230.757","197.264","463459","0","565.573","177.525","1.29411","112.441","602.395","604.888","645834","241.998","960.685","201.16","-0.41955","95.4663","914.958","941.48","620454","677.779","1072.41","120.996","0.267935","0.373369","0.358696","0.710551","0.117074","1.11119","3.00699","3.96641","7.78105","4.479","13.7343","13.1967","21.3769"
"3068","BL","0.7559","1.11849","0.752082","2.28452","6.46123","6.31299","6.41376","3.73555","3.68016","4.04392","3.48256","382.241","0","2.53399","0","2336080","0","0","36.9559","-0.823828","146.257","194.551","152.143","447419","0","514.323","164.537","4.63171","107.301","564.985","578.471","627491","107.132","962.043","233.926","-0.643372","129.489","860.937","891.726","622135","592.094","1062.78","149.505","0.263646","0.369755","0.366599","0.880972","0.113117","0.924678","2.47288","3.1207","5.96454","2.69713","10.2549","9.58669","15.8081"
"3069","BL","0.648756","1.40316","0.72782","-1","6.86688","6.73952","6.82134","3.80624","3.74628","4.09915","3.5733","204.767","0","0.257837","0","2605380","0","0","2.42832","-0.98775","161.346","241.838","212.289","445533","14.3344","572.922","174.881","0.266847","100.24","620.257","615.925","595853","320.933","948.557","177.029","-0.492119","101.813","892.268","927.373","561242","634.624","1061.6","133.872","0.278001","0.371798","0.350201","0.717124","0.145624","1.2139","3.47923","3.87348","6.9273","57.2735","166.171","157.88","250.196"
"3071","BL","0.60779","1.45922","0.756622","4.93246","7.51303","7.40132","7.50061","3.45138","3.38999","3.68717","3.27699","977.527","0","0.755672","0","2569280","0","0","17.1674","-1.03666","172.127","245.009","210.73","394619","0","597.695","192.601","4.7836","105.423","601.238","601.871","550478","279.999","938.109","186.184","-0.0823958","94.6078","901.031","930.982","517734","653.182","1062.42","126.129","0.269764","0.37631","0.353926","0.706286","0.111615","1.09413","3.23266","3.90265","7.38118","8.04182","22.9684","22.1794","35.5279"
"3072","BL","0.522586","1.83461","0.73049","11.0159","8.88033","8.79081","8.89708","3.5269","3.41341","3.84036","3.32694","782.894","0","0.0610793","0","3036450","0","0","1.15693","-1.04445","163.828","296.22","281.208","339605","14.9309","621.627","197.732","-0.363029","96.8265","593.568","587.035","474537","356.86","860.037","146.227","-0.407335","90.6164","908.277","945.719","424764","643.283","1063.71","129.771","0.274117","0.383029","0.342854","0.633359","0.109433","1.42216","4.01455","4.24144","7.28761","159.24","332.421","342.398","535.533"
"3073","BL","0.586129","1.53136","0.75158","41.7558","8.07829","7.97521","8.07658","3.51561","3.43865","3.74944","3.35875","6953.8","0","0.180769","0","2929590","0","0","6.6887","-1.03434","178.895","319.3","301.53","373746","25.8503","670.885","209.581","3.68189","101.401","659.272","650.267","508298","380.816","969.486","169.938","0.0146164","76.6514","933.559","954.044","479006","730.548","1066.69","102.114","0.274601","0.37346","0.351939","0.583345","0.0957344","1.43873","3.82649","4.86938","9.34292","29.5339","63.6916","62.2237","93.4455"
"3074","BL","0.519912","2.01234","0.764342","20.1376","6.50597","6.44795","6.57725","3.66478","3.68571","3.85225","3.45639","888.825","0","1.04587","0","3383640","0","0","20.6539","-0.857354","142.361","348.718","350.031","462275","47.0274","651.463","190.319","-0.448848","113.445","606.917","600.267","634891","352.338","882.615","156.739","-0.216059","76.2132","951.906","965.057","580800","781.823","1075.1","88.7002","0.275497","0.378369","0.346133","0.597552","0.113364","1.83918","3.82973","5.5163","10.88","11.1029","19.0403","20.2516","30.6114"
"3075","BL","0.688016","1.18288","0.751931","171.656","6.02412","5.88261","5.98975","3.6467","3.61146","3.94585","3.38278","955.86","0","0.844814","0","3235830","0","0","18.6164","-0.912405","173.634","248.816","206.206","481796","12.6803","605.882","193.412","2.923","98.4346","604.099","611.097","670055","179.473","979.539","220.165","-0.621731","113.572","887.398","919.239","663693","629.211","1068.85","137.99","0.265373","0.369066","0.365562","0.778927","0.150993","1.06615","2.77563","3.50114","6.66163","7.25668","21.5054","20.3705","32.3493"
"3076","BL","0.821972","1.00808","0.742409","3.32657","6.49845","6.33712","6.45664","3.63995","3.61299","3.93338","3.37349","469.1","0","0.129231","0","3073940","0","0","1.76518","-0.87543","150.115","212.069","180.896","457040","0","520.659","163.029","2.3215","108.55","528.461","553.504","614339","41.8162","967.105","263.72","-0.846812","148.194","829.523","865.854","610385","546.725","1043.98","162.648","0.271762","0.365295","0.362943","0.895763","0.128435","1.10959","2.09883","2.84396","5.32346","67.1386","205.43","197.975","321.357"
"3077","BL","0.75269","1.16066","0.737927","11.3166","6.62491","6.4743","6.58099","3.74817","3.76497","3.95629","3.52324","782.2","0","1.48426","0","3292730","0","0","26.4688","-0.971221","148.804","212.889","181.668","431779","0","512.592","159.457","3.00733","119.398","565.414","574.685","617308","101.079","980.934","240.859","-0.714633","132.941","873.125","909.934","605150","586.836","1079.57","157.215","0.261014","0.373168","0.365818","0.800679","0.111746","1.13929","2.38598","3.10436","5.78782","4.49651","14.2242","13.7476","22.522"
"3078","BL","0.576393","1.81645","0.766037","853.089","6.42024","6.34535","6.45114","3.56008","3.49082","3.83183","3.35758","16550.9","0","0.101743","0","3437340","0","0","2.54606","-1.02483","172.756","329.191","319.88","459336","19.5072","676.937","212.973","0.897414","109.015","640.361","632.957","646775","396.922","919.529","152.501","-0.221683","77.1646","941.922","955.965","599399","767.614","1067.82","91.4248","0.269325","0.379227","0.351448","0.601562","0.127607","1.50198","4.15051","5.36959","10.4563","82.3096","162.868","163.72","245.983"
"3079","BL","0.712308","1.26194","0.756017","4.41135","7.00376","6.87011","6.96361","3.44824","3.38646","3.73218","3.22609","601.238","0","1.54956","0","3044860","0","0","28.1769","-1.11785","172.381","245.882","213.707","415786","0","587.992","187.513","0.0400569","105.717","619.153","617.431","579939","289.362","957.568","193.794","-0.417016","104.303","889.56","912.276","573238","651.4","1064.87","127.433","0.265007","0.369632","0.365361","0.826835","0.131455","1.13969","3.18602","3.82819","7.15885","4.96887","14.3558","13.512","21.2112"
"3080","BL","0.657537","1.29861","0.762358","1018.77","6.69267","6.57071","6.67481","3.50638","3.50019","3.70401","3.31494","834.978","0","0.976934","0","3041340","0","0","21.4452","-1.00085","177.469","267.506","234.441","437228","0","627.426","199.532","6.52966","105.681","626.427","627.489","604681","261.32","979.464","205.107","-0.40493","98.7905","915.216","938.454","596174","682.189","1079.63","121.705","0.266914","0.369139","0.363946","0.763645","0.188186","1.17495","3.05932","3.98172","7.71087","7.16201","19.1694","18.3335","28.6691"
"3081","BL","0.899449","1.00429","0.707032","-1","7.69607","7.53044","7.60631","3.74226","3.67737","4.05322","3.4962","361.98","0","0.194834","0","4011990","0","0","2.32298","-0.506929","114.697","143.25","103.466","394784","0","394.222","127.913","2.39095","104.035","558.121","573.877","521971","101.882","953.051","230.897","-0.798867","151.473","830.915","857.948","516376","556.643","1058.39","163.368","0.275469","0.364217","0.360313","0.936703","0.167115","0.808873","2.48542","2.84864","5.25162","29.1799","161.847","144.33","241.963"
"3082","BL","0.548588","1.70535","0.734215","1253.84","7.15945","7.07173","7.16805","3.82856","3.73735","4.04095","3.70738","4487.7","0","0.245707","0","3501870","0","0","9.32496","-1.06309","175.639","249.449","219.752","431746","0","589.595","188.584","-0.291178","108.641","601.2","598.824","575540","310.424","923.212","172.669","-0.438296","83.8762","923.483","949.757","527648","696.864","1063.76","111.559","0.28128","0.374961","0.343759","0.647805","0.104693","1.16527","3.46805","4.38226","8.51347","15.4389","42.0711","41.4121","66.7263"
